urban_system_id,city,country_code,lat,lon,geonames_id,geonames_name,match_field
PT004,Funchal,PT,32.665680,-16.925470,2267827,Funchal,"geonames_full_name (pop 105,795)"
PT005,Coimbra,PT,40.206860,-8.419960,2740637,Coimbra,"geonames_full_name (pop 140,796)"
RO001,Bucureşti,RO,44.432250,26.106260,683506,Bucharest,"geonames_full_name (pop 1,877,155)"
RO002,Cluj-Napoca,RO,46.766670,23.600000,681290,Cluj-Napoca,"geonames_full_name (pop 286,598)"
RO003,Timişoara,RO,45.753720,21.225710,665087,Timişoara,"geonames_full_name (pop 250,849)"
RO004,Craiova,RO,44.316670,23.800000,680332,Craiova,"geonames_full_name (pop 234,140)"
RO023,Constanţa,RO,44.180730,28.634320,680963,Constanţa,"geonames_full_name (pop 317,832)"
RO024,Iaşi,RO,47.166670,27.600000,675810,Iaşi,"geonames_full_name (pop 378,954)"
RO025,Galaţi,RO,45.436870,28.050280,677697,Galaţi,"geonames_full_name (pop 217,851)"
RO026,Braşov,RO,45.648610,25.606130,683844,Braşov,"geonames_full_name (pop 253,200)"
RO027,Ploieşti,RO,44.950000,26.016670,670474,Ploieşti,"geonames_full_name (pop 180,540)"
SE001,Stockholm,SE,59.329380,18.068710,2673730,Stockholm,"geonames_full_name (pop 1,515,017)"
SE002,Göteborg,SE,57.707160,11.966790,2711537,Gothenburg,"geonames_full_name (pop 608,462)"
SE003,Malmö,SE,55.605870,13.000730,2692969,Malmö,"geonames_full_name (pop 362,133)"
SE006,Uppsala,SE,59.858820,17.638890,2666199,Uppsala,"geonames_full_name (pop 177,074)"
SE007,Linköping,SE,58.410860,15.621570,2694762,Linköping,"geonames_full_name (pop 166,673)"
SE008,Örebro,SE,59.274120,15.206600,2686657,Örebro,"geonames_full_name (pop 155,989)"
SI001,Osrednjeslovenska,SI,46.051080,14.505130,3196359,Ljubljana,"alias:Osrednjeslovenska region -> capital (pop 272,220)"
SI002,Podravska,SI,46.555830,15.645930,3195506,Maribor,"alias:Podravska region -> principal city (pop 96,209)"
SK001,Bratislava,SK,48.148160,17.106740,3060972,Bratislava,"geonames_full_name (pop 423,737)"
SK002,Košice,SK,48.714410,21.258020,724443,Košice,"geonames_full_name (pop 225,044)"
TR001,Ankara,TR,39.919870,32.854270,323786,Ankara,"geonames_full_name (pop 3,517,182)"
TR002,Adana,TR,36.986150,35.325310,325363,Adana,"geonames_full_name (pop 1,816,750)"
TR003,Antalya,TR,36.908120,30.695560,323777,Antalya,"geonames_full_name (pop 1,335,002)"
TR004,Balikesir,TR,39.649170,27.886110,322165,Balıkesir,"geonames_full_name (pop 238,151)"
TR005,Bursa,TR,40.195590,29.060130,750269,Bursa,"geonames_full_name (pop 3,101,833)"
TR006,Denizli,TR,37.774170,29.087500,317109,Denizli,"geonames_full_name (pop 313,238)"
TR007,Diyarbakir,TR,37.913630,40.217210,316541,Diyarbakır,"geonames_full_name (pop 1,833,684)"
TR009,Erzurum,TR,39.908610,41.276940,315368,Erzurum,"geonames_full_name (pop 767,848)"
TR010,Gaziantep,TR,37.059440,37.382500,314830,Gaziantep,"geonames_full_name (pop 2,222,415)"
TR011,Hatay,TR,36.206550,36.157220,323779,Antakya,"geonames_full_name (pop 399,045)"
TR012,Istanbul,TR,41.013840,28.949660,745044,Istanbul,"geonames_full_name (pop 15,701,602)"
TR013,Izmir,TR,38.412730,27.138380,311046,İzmir,"geonames_full_name (pop 2,938,292)"
TR016,Kayseri,TR,38.732220,35.485280,308464,Kayseri,"geonames_full_name (pop 1,452,458)"
TR017,Kocaeli,TR,40.764990,29.929280,745028,İzmit,"alias:Kocaeli FUA -> chief city of the province (pop 196,571)"
TR018,Konya,TR,37.871350,32.484640,306571,Konya,"geonames_full_name (pop 1,433,861)"
TR019,Malatya,TR,38.350180,38.316670,304922,Malatya,"geonames_full_name (pop 750,491)"
TR020,Manisa,TR,38.612020,27.426470,304827,Manisa,"geonames_full_name (pop 243,971)"
TR022,Samsun,TR,41.279760,36.336100,740264,Samsun,"geonames_full_name (pop 394,050)"
TR024,Trabzon,TR,41.005000,39.726940,738648,Trabzon,"geonames_full_name (pop 244,083)"
TR025,Van,TR,38.494570,43.383230,298117,Van,"geonames_full_name (pop 525,016)"
UK001,London,UK,51.508530,-0.125740,2643743,London,"geonames_full_name (pop 8,961,989)"
UK002,West Midlands urban area,UK,52.481420,-1.899830,2655603,Birmingham,"alias:West Midlands urban area -> principal city (pop 1,157,603)"
UK003,Leeds,UK,53.796480,-1.547850,2644688,Leeds,"geonames_full_name (pop 536,280)"
UK004,Glasgow,UK,55.865150,-4.257630,2648579,Glasgow,"geonames_full_name (pop 626,410)"
UK006,Liverpool,UK,53.410580,-2.977940,2644210,Liverpool,"geonames_full_name (pop 496,770)"
UK007,Edinburgh,UK,55.952060,-3.196480,2650225,Edinburgh,"geonames_full_name (pop 514,990)"
UK008,Manchester,UK,53.480950,-2.237430,2643123,Manchester,"geonames_full_name (pop 568,996)"
UK009,Cardiff,UK,51.480000,-3.180000,2653822,Cardiff,"geonames_full_name (pop 372,089)"
UK010,Sheffield,UK,53.382970,-1.465900,2638077,Sheffield,"geonames_full_name (pop 556,500)"
UK011,Bristol,UK,51.455230,-2.596650,2654675,Bristol,"geonames_full_name (pop 479,024)"
UK013,Newcastle upon Tyne,UK,54.973280,-1.613960,2641673,Newcastle upon Tyne,"geonames_full_name (pop 300,125)"
UK014,Leicester,UK,52.638600,-1.131690,2644668,Leicester,"geonames_full_name (pop 368,600)"
UK016,Aberdeen,UK,57.143690,-2.098140,2657832,Aberdeen,"geonames_full_name (pop 198,590)"
UK017,Cambridge,UK,52.200000,0.116670,2653941,Cambridge,"geonames_full_name (pop 145,674)"
UK018,Exeter,UK,50.723600,-3.527510,2649808,Exeter,"geonames_full_name (pop 130,709)"
UK019,Lincoln,UK,53.226830,-0.537920,2644487,Lincoln,"geonames_full_name (pop 103,813)"
UK021,Stevenage,UK,51.902240,-0.202560,2636940,Stevenage,"geonames_full_name (pop 91,774)"
UK023,Portsmouth,UK,50.798990,-1.091250,2639996,Portsmouth,"geonames_full_name (pop 208,100)"
UK024,Worcester,UK,52.189350,-2.220010,2633563,Worcester,"geonames_full_name (pop 101,659)"
UK025,Coventry,UK,52.406560,-1.512170,2652221,Coventry,"geonames_full_name (pop 345,324)"
UK026,Kingston upon Hull,UK,53.744600,-0.335250,2645425,Kingston upon Hull,"geonames_full_name (pop 314,018)"
UK027,Stoke-on-Trent,UK,53.004150,-2.185380,2636841,Stoke-on-Trent,"geonames_full_name (pop 258,366)"
UK029,Nottingham,UK,52.953600,-1.150470,2641170,Nottingham,"geonames_full_name (pop 323,632)"
UK031,Bath and North East Somerset,UK,51.375100,-2.361720,2656173,Bath,"compound_part:'Bath' (pop 101,557)"
UK033,Guildford,UK,51.235360,-0.574270,2647793,Guildford,"geonames_full_name (pop 71,873)"
UK034,Thanet,UK,51.366670,1.416670,2638703,Saint Peters,"geonames_full_name (pop 125,370)"
UK041,Ashford,UK,51.146480,0.873760,2656955,Ashford,"geonames_full_name (pop 62,787)"
UK043,East Staffordshire,UK,52.807280,-1.642630,2654200,Burton upon Trent,"alias:East Staffordshire -> principal town (pop 122,199)"
UK044,Darlington,UK,54.524290,-1.550390,2651513,Darlington,"geonames_full_name (pop 92,363)"
UK045,Worthing,UK,50.817950,-0.375380,2633521,Worthing,"geonames_full_name (pop 113,866)"
UK046,Mansfield,UK,53.133330,-1.200000,2643097,Mansfield,"geonames_full_name (pop 171,958)"
UK047,Chesterfield,UK,53.250000,-1.416670,2653225,Chesterfield,"geonames_full_name (pop 113,057)"
UK050,Burnley,UK,53.800000,-2.233330,2654264,Burnley,"geonames_full_name (pop 149,422)"
UK051,Great Yarmouth,UK,52.608310,1.730520,2647984,Great Yarmouth,"geonames_full_name (pop 63,434)"
UK055,Eastbourne,UK,50.768710,0.284530,2650497,Eastbourne,"geonames_full_name (pop 101,689)"
UK056,Hastings,UK,50.855680,0.580090,2647356,Hastings,"geonames_full_name (pop 92,855)"
UK059,Redditch,UK,52.306500,-1.945690,2639557,Redditch,"geonames_full_name (pop 87,847)"
UK062,Halton,UK,53.341740,-2.731240,2638960,Runcorn,"alias:Halton -> largest town (Runcorn/Widnes) (pop 61,145)"
UK506,Doncaster,UK,53.522850,-1.131160,2651123,Doncaster,"geonames_full_name (pop 113,566)"
UK510,Sunderland,UK,54.904650,-1.382220,2636531,Sunderland,"geonames_full_name (pop 170,134)"
UK513,Medway,UK,51.389140,0.548630,2648657,Gillingham,"alias:Medway -> largest Medway town (pop 101,187)"
UK515,Brighton and Hove,UK,50.828380,-0.139470,2654710,Brighton,"compound_part:'Brighton' (pop 283,870)"
UK516,Plymouth,UK,50.371530,-4.143050,2640194,Plymouth,"geonames_full_name (pop 260,203)"
UK517,Swansea,UK,51.620790,-3.943230,2636432,Swansea,"geonames_full_name (pop 300,352)"
UK518,Derby,UK,52.922770,-1.476630,2651347,Derby,"geonames_full_name (pop 270,468)"
UK520,Southampton,UK,50.903950,-1.404280,2637487,Southampton,"geonames_full_name (pop 269,781)"
UK525,Milton Keynes,UK,52.041720,-0.755830,2642465,Milton Keynes,"geonames_full_name (pop 256,385)"
UK528,Northampton,UK,52.250000,-0.883330,2641430,Northampton,"geonames_full_name (pop 245,899)"
UK531,Warrington,UK,53.392540,-2.580240,2634739,Warrington,"geonames_full_name (pop 172,330)"
UK532,Luton,UK,51.879670,-0.417480,2643339,Luton,"geonames_full_name (pop 225,262)"
UK533,York,UK,53.957630,-1.082710,2633352,York,"geonames_full_name (pop 156,135)"
UK535,Swindon,UK,51.557970,-1.781160,2636389,Swindon,"geonames_full_name (pop 201,669)"
UK539,Bournemouth,UK,50.720480,-1.879500,2655095,Bournemouth,"geonames_full_name (pop 163,600)"
UK542,Telford and Wrekin,UK,52.676590,-2.449260,3345439,Telford,"compound_part:'Telford' (pop 155,570)"
UK543,North East Lincolnshire,UK,53.565390,-0.075530,2647878,Grimsby,"alias:North East Lincolnshire -> principal town (pop 86,138)"
UK545,Peterborough,UK,52.573640,-0.247770,2640354,Peterborough,"geonames_full_name (pop 163,379)"
UK546,Colchester,UK,51.889210,0.904210,2652618,Colchester,"geonames_full_name (pop 130,245)"
UK548,Basingstoke and Deane,UK,51.262490,-1.087080,2656192,Basingstoke,"compound_part:'Basingstoke' (pop 107,642)"
UK549,Bedford,UK,52.134590,-0.466320,2656046,Bedford,"geonames_full_name (pop 106,940)"
UK550,Dundee City,UK,56.469130,-2.974890,2650752,Dundee,"compound_part:'Dundee' (pop 148,210)"
UK551,Falkirk,UK,56.002100,-3.785350,2649723,Falkirk,"geonames_full_name (pop 35,310)"
UK552,Reading,UK,51.456250,-0.971130,2639577,Reading,"geonames_full_name (pop 318,014)"
UK553,Blackpool,UK,53.816670,-3.050000,2655459,Blackpool,"geonames_full_name (pop 145,007)"
UK554,Maidstone,UK,51.266670,0.516670,2643179,Maidstone,"geonames_full_name (pop 107,627)"
UK556,Dacorum,UK,51.753680,-0.449750,2647138,Hemel Hempstead,"alias:Dacorum -> principal town (pop 95,961)"
UK557,Blackburn with Darwen,UK,53.750000,-2.483330,2655524,Blackburn,"compound_part:'Blackburn' (pop 146,521)"
UK558,Newport,UK,51.587740,-2.998350,2641598,Newport,"geonames_full_name (pop 161,506)"
UK559,Middlesbrough,UK,54.576230,-1.234830,2642607,Middlesbrough,"geonames_full_name (pop 142,707)"
UK560,Oxford,UK,51.752220,-1.255960,2640729,Oxford,"geonames_full_name (pop 162,100)"
UK561,Torbay,UK,50.461980,-3.525220,2635650,Torquay,"alias:Torbay -> largest of the three towns (pop 65,388)"
UK562,Preston,UK,53.762820,-2.704520,2639912,Preston,"geonames_full_name (pop 313,332)"
UK566,Norwich,UK,52.627830,1.298340,2641181,Norwich,"geonames_full_name (pop 143,135)"
UK567,Slough,UK,51.509490,-0.595410,2637627,Slough,"geonames_full_name (pop 164,793)"
UK568,Cheshire West and Chester,UK,53.190500,-2.891890,2653228,Chester,"compound_part:'Chester' (pop 90,524)"
UK569,Ipswich,UK,52.059170,1.155450,2646057,Ipswich,"geonames_full_name (pop 178,835)"
UK571,Cheltenham,UK,51.900060,-2.079720,2653261,Cheltenham,"geonames_full_name (pop 118,836)"
UK572,Gloucester,UK,51.865680,-2.243100,2648404,Gloucester,"geonames_full_name (pop 132,416)"
UK573,Bracknell Forest,UK,51.413630,-0.750540,2655009,Bracknell,"compound_part:'Bracknell' (pop 76,103)"
UK576,Crawley,UK,51.113030,-0.183120,2652053,Crawley,"geonames_full_name (pop 124,008)"
UK580,Rushmoor,UK,51.294240,-0.755650,2649672,Farnborough,"alias:Rushmoor -> largest town (Farnborough/Aldershot) (pop 60,652)"
